zp,mu,absmagnitude,magnitude,time,e_absmagnitude,upperlimit,z,instrument,e_magnitude,e_flux,name,flux,band,e_zp,facility
-48.6,37.65880949200498,-14.646609892579868,23.01219959942511,58097.677544,19.345150284860015,False,0.07944,Kepler,-11.255538613045852,2.7963303404355267e-29,2017jgh,-2.2652709741535913e-29,K,0.0,Kepler
-48.6,37.65880949200498,-14.71178329057377,22.947026201431207,58097.697978,18.21025837394538,False,0.07944,Kepler,-11.34464235447611,2.7963303404355267e-29,2017jgh,-2.4054122558929528e-29,K,0.0,Kepler
-48.6,37.65880949200498,-14.162689112454665,23.496120379550312,58097.718412,30.195779910316066,False,0.07944,Kepler,9.604193930650476,2.7963303404355267e-29,2017jgh,1.450613945290365e-29,K,0.0,Kepler
-48.6,37.65880949200498,-15.319666261473252,22.339143230531725,58097.759279,10.388399276965144,False,0.07944,Kepler,-10.295136168668463,2.7963303404355267e-29,2017jgh,-4.210587606185641e-29,K,0.0,Kepler
-48.6,37.65880949200498,-14.487734852202713,23.171074639802264,58097.779712,22.343531599425,False,0.07944,Kepler,-10.884741071500077,2.7963303404355267e-29,2017jgh,-1.9569068077355055e-29,K,0.0,Kepler
-48.6,37.65880949200498,-14.66073675490022,22.998072737104756,58097.800146,19.05568241543604,False,0.07944,Kepler,11.278132319638601,2.7963303404355267e-29,2017jgh,2.294937725309616e-29,K,0.0,Kepler
-48.6,37.65880949200498,-15.91399989548649,21.744809596518486,58097.82058,5.996208395986825,False,0.07944,Kepler,7.279227993297131,2.7963303404355267e-29,2017jgh,7.279074450808108e-29,K,0.0,Kepler
-48.6,37.65880949200498,-14.76490764788695,22.893901844118027,58097.861447,17.25641371663162,False,0.07944,Kepler,-11.388056941339325,2.7963303404355267e-29,2017jgh,-2.526034410418668e-29,K,0.0,Kepler
-48.6,37.65880949200498,-15.780257020218848,21.87855247178613,58097.88188,6.781417166220313,False,0.07944,Kepler,7.996806032304443,2.7963303404355267e-29,2017jgh,6.43545134643105e-29,K,0.0,Kepler
-48.6,37.65880949200498,-15.516211291957738,22.14259820004724,58097.902314,8.645037288079735,False,0.07944,Kepler,9.387570905360016,2.7963303404355267e-29,2017jgh,5.0461565524086306e-29,K,0.0,Kepler
-48.6,37.65880949200498,-15.671270656576475,21.987538835428502,58097.963615,7.485465494112987,False,0.07944,Kepler,8.582194471570682,2.7963303404355267e-29,2017jgh,5.820823970378961e-29,K,0.0,Kepler
-48.6,37.65880949200498,-13.683984600748282,23.974824891256695,58097.984048,46.586713502108836,False,0.07944,Kepler,7.200436197850597,2.7963303404355267e-29,2017jgh,9.334048292275085e-30,K,0.0,Kepler
-48.6,37.65880949200498,-14.069172460271808,23.58963703173317,58098.004482,32.64779435083959,False,0.07944,Kepler,9.153813661346257,2.7963303404355267e-29,2017jgh,1.3308992713977462e-29,K,0.0,Kepler
-48.6,37.65880949200498,-12.58399229302345,25.074817198981528,58098.024916,128.1989333075481,False,0.07944,Kepler,2.9949515486719474,2.7963303404355267e-29,2017jgh,3.389012107637534e-30,K,0.0,Kepler
-48.6,37.65880949200498,-14.681143490199823,22.977666001805154,58098.045349,18.573899885076454,False,0.07944,Kepler,11.3075881757103,2.7963303404355267e-29,2017jgh,2.3384796734212306e-29,K,0.0,Kepler
